"Here is a photo of ""tired refugee women and children"" on the Greek border.

Fethullah Gülen must go for another coup attempt.

#GreeceUnderAttack #Έβρος https://t.co/Zka8SOG6hV",Greek,Indo-European,,NonNative
"@KatibeKT @jazznclassical @must_akkaya These people come to European countries, not to you. Because these are the people who burned their country. European countries received oil and other rich resources. They're going to get their rights. We Turks have met all their needs for years. Rank in Europe #Εβρος",Greek,Indo-European,,NonNative
"@Europol @hellenicpolice @polizeiberlin @PolizeiMuenchen #IStandWithGreece #Evros #Εβρος In case this is valid it would worth having a look (I guess you already know, but hey every little helps). https://t.co/Z9O8q6mZEz",Greek,Indo-European,,NonNative
"Dear people all over the #world Difficult night for the Greece and especially for the greek people that are protect our borders. Europe borders. Pray for my coutry
Please stand with us. 
Stand with the right! 
#Εβρος #IStandWithGreece #Evros #Greece       #IStandWithGreece",Greek,Indo-European,,NonNative
"Patroling on the wall of #Evros.. Europe's borders.
The orcs are coming
#IstandwithGreece #Greece #Εβρος https://t.co/4Itgc8xTA5",Greek,Indo-European,,NonNative
"Brace yourselves, Europeans.. 
First Greece, next your countries.
#IstandwithGreece #Greece #Evros #Έβρος https://t.co/UQ1FbLwlEQ",Greek,Indo-European,,NonNative
"@incikesinbenim @Reuters @Makedni #PrayforGreece because #Turkey invaded to #Syria and #Cyprus and is guilty of genocides of Armenians, Assyrians, Greeks of Asia Minor ant Pontus and Kurds. #Greece #Εβρος",Greek,Indo-European,,NonNative
"We don’t have an obligation to stop people leaving our country but Greece has the duty to treat them as human beings! ☝️can you see any human right ? 

#Greece 
#HumanRightsRefugee 
#εβρος",Greek,Indo-European,,NonNative
Stop killing innocence on Syria...shame. Greece is gonna finish Erdogan in Evros #Evros #Εβρος #Ερντογάν https://t.co/rWPq6Al9NC,Greek,Indo-European,,NonNative
"President Erdogan: We opened the border gates. Almost 18.000 people passed to Europe as of now. We will keep the border gates open. 

#εβρος",Greek,Indo-European,,NonNative
Well... That sums it up #IStandWithGreece #evros #GreeceUnderAttack #Εβρος https://t.co/MvuL1k9jt2,Greek,Indo-European,,NonNative
"#GreeceUnderAttack 
#Εβρος

&lt;bitchez&gt; https://t.co/VUIBFsKBCB",Greek,Indo-European,,NonNative
"We will stand our country..again, again and again..for our dignity..for our history..for our people..whatever the case and the cost..we have proven it many times in the past..we demand nothing but JUSTICE and HUMAN RIGHTS...#IStandWithGreece #GreeceUnderAttack #Greece #Εβρος https://t.co/9rFl7hzKqF",Greek,Indo-European,,NonNative
@5Mumsie @Stone_SkyNews You should do more wide research before you spread the Turkish propaganda. #Εβρος,Greek,Indo-European,,NonNative
Please retweet - Turkish media is using this image from Kosovo. #Evros  #Εβρος https://t.co/EDtiwwnNVB,Greek,Indo-European,,NonNative
"#IStandWithGreece
The 🇬🇷Greek borders are the 🇪🇺EU borders. 
Turkish President Erdogan keeps threatening Europe, the same time when he uses the souls of million refugees and migrants stacked in Evros , in order to form an anti - EU foreign policy. #Εβρος #Greece #Turkey #FakeNews",Greek,Indo-European,,NonNative
"Refugees from #Turkey can be heard chanting ""Allahu Akbar"" near the #Greek border - #Turkish soldiers sabotage the #border fence - This is war against a Christian country and #NATO ally

#Greece #Evros #Refugeesgr #IStandWithGreece #GreeceUnderAttack #Εβρος #Τουρκια #Syria https://t.co/YD17jHrSRO",Greek,Indo-European,,NonNative
The situation at the Greek-Turkish border seems like a good opportunity for Von der Leyen to demonstrate what she meant when she was talking about a 'geopolitcal Commission'. #IStandWithGreece #Greece #Εβρος,Greek,Indo-European,,NonNative
"Turkey is the curse of the planet. Syria, Cyprus , Greece , Armenia , Kurdistan, you've all blooded them. And then they talk about human rights!     #istandwithGreece #εβρος #καστανιες",Greek,Indo-European,,NonNative
"Invaders on the #Greekborder .
Units of police and army are there to secure #Greece.
#GreeceUnderAttack #Εβρος
The borders of #Greece is the borders of #Europe . https://t.co/V0YwELbcDd",Greek,Indo-European,,NonNative
Picture of 2015 in Hungarian borders. STOP MISLEADING!! #IStandWithGreece  #GreeceUnderAttack #Evros #Εβρος https://t.co/LHQesMLbAA,Greek,Indo-European,,NonNative
"DO NOT FORGET THE REAL FACE OF TURKEY 

#Εβρος #Greece #IStandWithGreece https://t.co/feKAMdptXw",Greek,Indo-European,,NonNative
"we  existed for centuries before your nomad nation, and we will rise from my ashes to continue spread the light of civilization! Eu and the rest of the world knows you is the real terrorists! when economy drops the only thing it matters is humanity  #ερντογαν #εβρος https://t.co/4hLFcPPqDm",Greek,Indo-European,,NonNative
"European countries who participate directly or indirectly in the #Syrian war by selling weapons to countries, like #Germany to #Turkey , should take responsibility regarding the refugees. #Εβρο #εβρος #Greece",Greek,Indo-European,,NonNative
"Beyond ridiculous the theatrical play Erdogan set up😂😂
""Exhausted refugees head to the borders of Greece..BY TAXI!!""😂😂😂😂 Poor souls😂😂 #Greece #Turkey #Syria #idlib #εβρος #μεταναστευτικο https://t.co/C4hgxqi1eJ",Greek,Indo-European,,NonNative
"#Εβρος
INTRUDERS 
just REPEL ALL OF THEM !!!!",Greek,Indo-European,,NonNative
"#Εβρος 
collected all of them 
in 1 island  &amp;all person  supported by syriza ...",Greek,Indo-European,,NonNative
"Greece is guarding the borders!
Don't attempt to pass!
#Εβρος https://t.co/w64uG4mqY3",Greek,Indo-European,,NonNative
This is the reality!!! #Turkey #Erdogan #Evros #Εβρος #GreeceUnderAttack #Greece #IStandWithGreece https://t.co/FONr7JPEIB,Greek,Indo-European,,NonNative
"#Βreaking - #Greek islanders blocking the road to immigrants 

#IStandWithGreece #Turkey #Erdogan #Evros #Greece #Εβρος https://t.co/ULffWxddXk",Greek,Indo-European,,NonNative
#Εβρος #sryia #Greece #IStandWithGreece use it bro! https://t.co/A3SC9kjugC,Greek,Indo-European,,NonNative
@SDehneliler @AnAthenianToLDN #IStandWithGreece  Wait.. Turkish what? We have nothing learn from you!! Maybe the opposite. You have to learn from us #Εβρος #GreeceUnderAttack,Greek,Indo-European,,NonNative
"@Journalist_juan Pushing/ordering people from Afghanistan/Pakistan to a deadend, right after losing an expansive war against 3rd countries, makes you the true epicenter of scepticism, injustice, violator of human rights, criminal, and a global Terrorist. #ErdoganWarmonger #IStandWithGreece #Εβρος",Greek,Indo-European,,NonNative
Turkey hide behind the #HumanRightsRefuge we keep safe #Εβρος and our nation. So you don't put them in your home I don't want them in my country. If your humanity is much stronger than mine keep them. And if you prefer about human rights take them back in taxis #IStandWithGreece https://t.co/82naDKj2pn,Greek,Indo-European,,NonNative
The whole planet is on the side of Greece The propaganda of the Turks and especially its threat will not pass We are a Western civilization We do not tolerate Islamists and thugs    🇪🇺🇬🇷🇪🇺   #IStandWithGreece #Εβρος,Greek,Indo-European,,NonNative
Erdogan is a fucking criminal. He is using the refugee crisis to invade #Greece. Wake up #EU! Wake up #UnitedNations! #IStandWithGreece #Εβρος #Evros #refugeecrisis #Turkey #,Greek,Indo-European,,NonNative
Egypt and Egyptians stands with Greece #Εβρος,Greek,Indo-European,,NonNative
"@iteleitele Please call all  immigrants.We need more immigrants to increase the European population.Thank you Komsu 
🇬🇷🇸🇾😍🇬🇷🇬🇷💖

#stinigiamas

#εβρος",Greek,Indo-European,,NonNative
"#HumanRightsRefugee, #Εβρος #humanrightsrefuge #adinamoskrikosgr #annitakoita  The Turks treated them like their own citizens, look at those who tried to teach this state human rights lessons. They throw gas bombs on people and children. This is the real face of Europe. https://t.co/1UqN8Fx58Y",Greek,Indo-European,,NonNative
#HumanRightsRefugee Greece is throwing tear gas against women and children refugees.  You must open your doors to immigrants #Greece #Syria #Turkey #Europe @UN @NATO @UNICEF  #Εβρος  #Evros https://t.co/pdbA1FqVm8,Greek,Indo-European,,NonNative
Beware of the fake news and the fake photos circulating today about what is happening at the Turkish / Greek borders #istandwithgreece #εβρος,Greek,Indo-European,,NonNative
"The real heroes stand bravely at the border willing to protect the Hellenic people at all costs. They’re the police force, the MAT, the coast guards, and the army source: @greekcitytimes 

#IStandWithGreece #Evros #Greece #Εβρος #Turkey #Erdogan https://t.co/Y6BgMSzCo8",Greek,Indo-European,,NonNative
"@atesleyaklasmak @andreaskoll95 @karamel_345 At least borrowing money is better than killing #Εβρος
#IStandWithGreece #GreeceUnderAttack",Greek,Indo-European,,NonNative
Greece is under attack. We are defending the borders of Europe. We will do WHATEVER IT TAKES to protect them.#Εβρος,Greek,Indo-European,,NonNative
Bashar al Assad....good luck Turkey #IStandWithGreece #Greece #Εβρο #Εβρος https://t.co/MP5xGPf7eb,Greek,Indo-European,,NonNative
We play the role as Vienna did 2 times. Eventually the Christianity never lose and never surrenders. Keep the kebabs away #IStandWithGreece #Evros #Εβρος https://t.co/uwtmxwiIv2,Greek,Indo-European,,NonNative
"invaders attempt to invade the Greek border by force, holding the Turkish flag in their hands.#Greece #Εβρος #Europe",Greek,Indo-European,,NonNative
"@serhatgrlll @gurkan_28 So why are they leaving Turkish haven? Your countrymen open fire when you invade foreign countries, aided by terrorists and jihadists, do not  lecture me, take a look at your sultan's  pathetic foreign policy.
#IStandWithGreece #Evros #Εβρος
#GreeceUnderAttack",Greek,Indo-European,,NonNative
"@LaLigaEN That's the original #ElClassico my friend!!
Greeks trying to defend Europe from the hordes of Asian Barbars
#Εβρος #COVID2019
#IStandWithGreece https://t.co/qgC1DUzcR9",Greek,Indo-European,,NonNative
@RSZawadzki @KalenteridisSav Help now Greece!!! Now!!#Εβρος #sos #helpgreece,Greek,Indo-European,,NonNative
"we are not stupid.
we won't respect any law (that typically we don't violate as you are considered safe country 😂😂😂) when international laws are not applied to send you in court.

#IStandWithGreece
#Evros 
#Εβρος https://t.co/lkeJ94FydU",Greek,Indo-European,,NonNative
Keep them then. We will not accept illegal immigrants and Jihadists with the cover of refugees. Not now not ever #istandwithgreece #Ερντογαν #εβρος #κυβερνηση_Μητσοτακη #ΣΥΡΙΖΑ_ξεφτιλες #συριζα_προοδευτικη_χουντα #TurkeyIsATerrorState https://t.co/Q9EEfbZMlP,Greek,Indo-European,,NonNative
"@tamzamanlideli Time to put an end to the war that's creating refugees. 
Learn to take care of your dump, because your bombings created it. 
Welcome to adulthood. 

#IStandWithGreece #Εβρος #europe",Greek,Indo-European,,NonNative
"The message is clear. No one passes!!!
#Εβρος #IStandWithGreece #Pushback #GreeceUnderAttack #Greece https://t.co/5mxebIyfOd",Greek,Indo-European,,NonNative
text,Greek,Indo-European,,NonNative
"Turks using old photo taken in Hungary  to slam Greece. 
They want to destabilize Greece and Europe 
Do not allow it
#IStandWithGreece 
#GreeceUnderAttack 
#μεταναστες 
#μεταναστευτικο 
#greece https://t.co/BUyW95iRoP",Greek,Indo-European,,NonNative
"The best thing is to defend your country
Homer's Iliad 

#IStandWithGreece 
#μεταναστες 
#μεταναστευτικο https://t.co/PM6OPIcwqD",Greek,Indo-European,,NonNative
"#IStandWithGreece
#μεταναστευτικο
#μεταναστες
#GreeceUnderAttack
In 480 BC, 300 Spartans and 700 Thespians fought against a much larger number of Persians at Thermopylae in order to defend Greece.
Centuries later Greek poet C.P 
Kavafy wrote https://t.co/PECNTTfR9w",Greek,Indo-European,,NonNative
"The Turks  accuse us of being cruel.  They 'forget"" Turkey is responsible for the Pontiac Greek genocide  and the invasion in Cyprus 
We dont take lessons from people who committed atrocities. 
#IStandWithGreece 
#GreeceUnderAttack 
#μεταναστες",Greek,Indo-European,,NonNative
"The borders of Greece are the external borders of Europe.
And the Greeks will defend them
For our Democracy, our Freedom, our Land and Europe

#IStandWithGreece 
#GreeceUnderAttack 
#μεταναστευτικο 
#μεταναστες https://t.co/H60a5srTLi",Greek,Indo-European,,NonNative
"The message is identical for those trying to illegally enter Greece. https://t.co/Q5KI5U11kM
#IstandforGreece #Greece_under_attack #μεταναστες",Greek,Indo-European,,NonNative
"Proof that the Turks never accept they are wrong...they claim they did not invade Cyprus..
How can anyone trust them?
Brainwashed...
#IStandWithGreece 
#μεταναστες 
#GreeceUnderAttack 
#μεταναστευτικο https://t.co/o9PtN0mP9Y",Greek,Indo-European,,NonNative
"It is Greece's constitutional right to guard its borders. We take no responsibility for whatever happens to you in case you attempt to violate our borders.
#IStandWithGreece
#GreeceUnderAttack 
#μεταναστες 
#μεταναστευτικο 
#Greece",Greek,Indo-European,,NonNative
"We have received messages of support from all around Europe and non European countries. We are extremely grateful.
BUT...one of our favourites is missing
Hey #France, #French where are you?
#IStandWithGreece 
#GreeceUnderAttack 
#μεταναστες 
#μεταναστευτικο",Greek,Indo-European,,NonNative
"Migrants in Greece are prompted on social media to protest in order to pressurise the Greek authorities to open the borders. This is an attack against Greece and Europe
Spread the word
#IStandWithGreece 
#GreeceUnderAttack 
#μεταναστες 
#μεταναστευτικο https://t.co/NLGoBRpiLb",Greek,Indo-European,,NonNative
"Fellow Europeans Greece will defend Europe's borders.
Please 
1make people aware of the fake news Turkey spreads
2remamber that Greece's decisions are lawful
3.request that EU countries support Greece
Thank you
#IStandWithGreece 
#GreeceUnderAttack 
#μεταναστες",Greek,Indo-European,,NonNative
"Our PM has made it clear and the people fully support him.
We wish everybody well but we must protect our country and Europe 
#IStandWithGreece 
#GreeceUnderAttack 
#μεταναστες",Greek,Indo-European,,NonNative
"Do not always agree with @EvaKaili but well said! Greek women rule!
#IStandWithGreece 
#GreeceUnderAttack 
#μεταναστες #femalepower https://t.co/PxnqluNQyw",Greek,Indo-European,,NonNative
"@bogdanosk sorry but 
I will rephrase...no PSEUDO-Humanitarian pretence can hide the threat Turkey poses to Greece, EUROPE AND DEMOCRACY
#IStandWithGreece 
#GreeceUnderAttack 
#μεταναστες 
#μεταναστευτικο 
#Greece https://t.co/DSymvcWGgT",Greek,Indo-European,,NonNative
"Sickening as extremely promising and uplifting? 

They will not pass, they are not welcome. You will nto dictate to us who enters our country which already hosts more than 1 million #migrants. Get it? 

#μεταναστες #συνορα #Μυτιληνη #ΕΒΡΟΣ #Λεσβος https://t.co/Wx3977lJgA",Greek,Indo-European,,NonNative
"We are so grateful  for  the messages of support from all around the world. Thank you! 
#IStandWithGreece #StandWithGreece
#Greece 
#Greece_under_attack 
#Evros 
#ΕΒΡΟΣ 
#μεταναστες 
#GreeceDefendsEurope 
#Europe https://t.co/eK0Emebv9j",Greek,Indo-European,,NonNative
"#Εβρος
#EuropeanUnion #Europa #European #GreeceUnderAttack #Greece #Greece_Turkey_Borders #Greece_under_attack #greece2021 #Evros #Εβρος #Εβρο #μεταναστες #μεταναστευτικό #λαθρομετανάστες

#immigrants
Citizens of europe take actions. Press your govt. Protest. Yell if necessery.",Greek,Indo-European,,NonNative
